dexnum,name,zh_name,alola,galar,hisui,paldea,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group,Unnamed: 34,form_key,form_zh_name,gender_diff,appearance_diff,battle_form,notes
855,Polteageist,怖思壺,,,,,8.0,Ghost,,Black Tea Pokémon,0.2,0.4,Weak Armor,Cursed Body,,60.0,65.0,65.0,134.0,114.0,70.0,508.0,2 Sp. Atk,60,50,178,Medium Fast,Amorphous,Mineral,,,20,Ordinary,,,,,,,
856,Hatenna,迷布莉姆	,,,,,8.0,Psychic,,Calm Pokémon,0.4,3.4,Healer,Anticipation,Magic Bounce,42.0,30.0,45.0,56.0,53.0,39.0,265.0,1 Sp. Atk,235,50,53,Slow,Fairy,,0,100.0,20,Ordinary,,,,,,,
857,Hattrem,提布莉姆,,,,,8.0,Psychic,,Serene Pokémon,0.6,4.8,Healer,Anticipation,Magic Bounce,57.0,40.0,65.0,86.0,73.0,49.0,370.0,2 Sp. Atk,120,50,130,Slow,Fairy,,0,100.0,20,Ordinary,,,,,,,
858,Hatterene,布莉姆溫,,,,,8.0,Psychic,Fairy,Silent Pokémon,2.1,5.1,Healer,Anticipation,Magic Bounce,57.0,90.0,95.0,136.0,103.0,29.0,510.0,3 Sp. Atk,45,50,255,Slow,Fairy,,0,100.0,20,Ordinary,,,,,,,
859,Impidimp,搗蛋小妖,,,,,8.0,Dark,Fairy,Wily Pokémon,0.4,5.5,Prankster,Frisk,Pickpocket,45.0,45.0,30.0,55.0,40.0,50.0,265.0,1 Sp. Atk,255,50,53,Medium Fast,Fairy,Human-Like,100,0.0,20,Ordinary,,,,,,,
860,Morgrem,詐唬魔,,,,,8.0,Dark,Fairy,Devious Pokémon,0.8,12.5,Prankster,Frisk,Pickpocket,65.0,60.0,45.0,75.0,55.0,70.0,370.0,2 Sp. Atk,120,50,130,Medium Fast,Fairy,Human-Like,100,0.0,20,Ordinary,,,,,,,
861,Grimmsnarl,長毛巨魔,,,,,8.0,Dark,Fairy,Bulk Up Pokémon,1.5,61.0,Prankster,Frisk,Pickpocket,95.0,120.0,65.0,95.0,75.0,60.0,510.0,3 Attack,45,50,255,Medium Fast,Fairy,Human-Like,100,0.0,20,Ordinary,,,,,,,
862,Obstagoon,堵攔熊,,,,,8.0,Dark,Normal,Blocking Pokémon,1.6,46.0,Reckless,Guts,Defiant,93.0,90.0,101.0,60.0,81.0,95.0,520.0,3 Defense,45,50,260,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
863,Perrserker,喵頭目,,,,,8.0,Steel,,Viking Pokémon,0.8,28.0,Battle Armor,Tough Claws,Steely Spirit,70.0,110.0,100.0,50.0,60.0,50.0,440.0,2 Attack,90,50,154,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
864,Cursola,魔靈珊瑚,,,,,8.0,Ghost,,Coral Pokémon,1,0.4,Weak Armor,Perish Body,,60.0,95.0,50.0,145.0,130.0,30.0,510.0,2 Sp. Atk,30,50,179,Fast,Water 1,Water 3,25,75.0,20,Ordinary,,,,,,,
865,Sirfetch'd,蔥遊兵,,,,,8.0,Fighting,,Wild Duck Pokémon,0.8,117.0,Steadfast,Scrappy,,62.0,135.0,95.0,68.0,82.0,65.0,507.0,2 Attack,45,50,177,Medium Fast,Field,Flying,50,50.0,20,Ordinary,,,,,,,
866,Mr. Rime,踏冰人偶,,,,,8.0,Ice,Psychic,Comedian Pokémon,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80.0,85.0,75.0,110.0,100.0,70.0,520.0,3 Sp. Atk,45,50,182,Medium Fast,Human-Like,,50,50.0,25,Ordinary,,,,,,,
867,Runerigus,死神板,,,,,8.0,Ground,Ghost,Grudge Pokémon,1.6,66.6,Wandering Spirit,,,58.0,95.0,145.0,50.0,105.0,30.0,483.0,2 Defense,90,50,169,Medium Fast,Amorphous,Mineral,50,50.0,25,Ordinary,,,,,,,
868,Milcery,小仙奶,,,,,8.0,Fairy,,Cream Pokémon,0.2,0.3,Sweet Veil,Aroma Veil,,45.0,40.0,40.0,50.0,61.0,34.0,270.0,1 Sp. Def,200,50,54,Medium Fast,Amorphous,Fairy,0,100.0,20,Ordinary,,,,,,,
869,Alcremie,霜奶仙,,,,,8.0,Fairy,,Cream Pokémon,0.3,0.5,Sweet Veil,Aroma Veil,,65.0,60.0,75.0,110.0,121.0,64.0,495.0,2 Sp. Def,100,50,173,Medium Fast,Amorphous,Fairy,0,100.0,20,Ordinary,,,,,,,
870,Falinks,列陣兵,,,,,8.0,Fighting,,Formation Pokémon,3,62.0,Battle Armor,Defiant,,65.0,100.0,100.0,70.0,60.0,75.0,470.0,"2 Attack, 1 Sp. Def",45,50,165,Medium Fast,Fairy,Mineral,,,25,Ordinary,,,,,,,
871,Pincurchin,啪嚓海膽,,,,,8.0,Electric,,Sea Urchin Pokémon,0.3,1.0,Lightning Rod,Electric Surge,,48.0,101.0,95.0,91.0,85.0,15.0,435.0,2 Attack,75,50,152,Medium Fast,Amorphous,Water 1,50,50.0,20,Ordinary,,,,,,,
872,Snom,雪吞蟲,,,,,8.0,Ice,Bug,Worm Pokémon,0.3,3.8,Shield Dust,Ice Scales,,30.0,25.0,35.0,45.0,30.0,20.0,185.0,1 Sp. Atk,190,50,37,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
873,Frosmoth,雪絨蛾,,,,,8.0,Ice,Bug,Frost Moth Pokémon,1.3,42.0,Shield Dust,Ice Scales,,70.0,65.0,60.0,125.0,90.0,65.0,475.0,2 Sp. Atk,75,50,166,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
874,Stonjourner,巨石丁,,,,,8.0,Rock,,Big Rock Pokémon,2.5,520.0,Power Spot,,,100.0,125.0,135.0,20.0,20.0,70.0,470.0,2 Defense,60,50,165,Slow,Mineral,,50,50.0,25,Ordinary,,,,,,,
875,Eiscue,冰砌鵝,,,,,8.0,Ice,,Penguin Pokémon,1.4,89.0,Ice Face,,,75.0,80.0,110.0,65.0,90.0,50.0,470.0,2 Defense,60,50,165,Slow,Field,Water 1,50,50.0,25,Ordinary,,,,,,,
876,Indeedee,愛管侍,,,,,8.0,Psychic,Normal,Emotion Pokémon,0.9,28.0,Inner Focus,Synchronize,Psychic Surge,60.0,65.0,55.0,105.0,95.0,95.0,475.0,2 Sp. Atk,30,140,166,Fast,Fairy,,100,0.0,40,Ordinary,,,,,,,
877,Morpeko,莫魯貝可,,,,,8.0,Electric,Dark,Two-Sided Pokémon,0.3,3.0,Hunger Switch,,,58.0,95.0,58.0,70.0,58.0,97.0,436.0,2 Speed,180,50,153,Medium Fast,Fairy,Field,50,50.0,10,Ordinary,,,,,,,
878,Cufant,銅象,,,,,8.0,Steel,,Copperderm Pokémon,1.2,100.0,Sheer Force,Heavy Metal,,72.0,80.0,49.0,40.0,49.0,40.0,330.0,1 Attack,190,50,66,Medium Fast,Field,Mineral,50,50.0,25,Ordinary,,,,,,,
879,Copperajah,大王銅象,,,,,8.0,Steel,,Copperderm Pokémon,3,650.0,Sheer Force,Heavy Metal,,122.0,130.0,69.0,80.0,69.0,30.0,500.0,2 Attack,90,50,175,Medium Fast,Field,Mineral,50,50.0,25,Ordinary,,,,,,,
880,Dracozolt,雷鳥龍,,,,,8.0,Electric,Dragon,Fossil Pokémon,1.8,190.0,Volt Absorb,Hustle,Sand Rush,90.0,100.0,90.0,80.0,70.0,75.0,505.0,2 Attack,45,50,177,Slow,Undiscovered,,,,35,Fossil,,,,,,,
881,Arctozolt,雷鳥海獸,,,,,8.0,Electric,Ice,Fossil Pokémon,2.3,150.0,Volt Absorb,Static,Slush Rush,90.0,100.0,90.0,90.0,80.0,55.0,505.0,2 Attack,45,50,177,Slow,Undiscovered,,,,35,Fossil,,,,,,,
882,Dracovish,鰓魚龍,,,,,8.0,Water,Dragon,Fossil Pokémon,2.3,215.0,Water Absorb,Strong Jaw,Sand Rush,90.0,90.0,100.0,70.0,80.0,75.0,505.0,2 Defense,45,50,177,Slow,Undiscovered,,,,35,Fossil,,,,,,,
883,Arctovish,鰓魚海獸,,,,,8.0,Water,Ice,Fossil Pokémon,2,175.0,Water Absorb,Ice Body,Slush Rush,90.0,90.0,100.0,80.0,90.0,55.0,505.0,2 Defense,45,50,177,Slow,Undiscovered,,,,35,Fossil,,,,,,,
884,Duraludon,鋁鋼龍,,,,,8.0,Steel,Dragon,Alloy Pokémon,1.8,40.0,Light Metal,Heavy Metal,Stalwart,70.0,95.0,115.0,120.0,50.0,85.0,535.0,2 Sp. Atk,45,50,187,Medium Fast,Dragon,Mineral,50,50.0,30,Ordinary,,,,,,,
885,Dreepy,多龍梅西亞,,,,,8.0,Dragon,Ghost,Lingering Pokémon,0.5,2.0,Clear Body,Infiltrator,Cursed Body,28.0,60.0,30.0,40.0,30.0,82.0,270.0,1 Speed,45,50,54,Slow,Amorphous,Dragon,50,50.0,40,Ordinary,,,,,,,
886,Drakloak,多龍奇,,,,,8.0,Dragon,Ghost,Caretaker Pokémon,1.4,11.0,Clear Body,Infiltrator,Cursed Body,68.0,80.0,50.0,60.0,50.0,102.0,410.0,2 Speed,45,50,144,Slow,Amorphous,Dragon,50,50.0,40,Ordinary,,,,,,,
887,Dragapult,多龍巴魯托,,,,,8.0,Dragon,Ghost,Stealth Pokémon,3,50.0,Clear Body,Infiltrator,Cursed Body,88.0,120.0,75.0,100.0,75.0,142.0,600.0,3 Speed,45,50,300,Slow,Amorphous,Dragon,50,50.0,40,Ordinary,,,,,,,
888,Zacian,蒼響,,,,,8.0,Fairy,,Warrior Pokémon,2.8,110.0,Intrepid Sword,,,92.0,120.0,115.0,80.0,115.0,138.0,660.0,3 Speed,10,0,330,Slow,Undiscovered,,,,120,Legendary,,,,,,,
889,Zamazenta,藏瑪然特,,,,,8.0,Fighting,,Warrior Pokémon,2.9,210.0,Dauntless Shield,,,92.0,120.0,115.0,80.0,115.0,138.0,660.0,3 Speed,10,0,330,Slow,Undiscovered,,,,120,Legendary,,,,,,,
890,Eternatus,無極汰那,,,,,8.0,Poison,Dragon,Gigantic Pokémon,20,950.0,Pressure,,,140.0,85.0,95.0,145.0,95.0,130.0,690.0,3 HP,255,0,345,Slow,Undiscovered,,,,120,Legendary,,,,,,,
891,Kubfu,熊徒弟,,,,,8.0,Fighting,,Wushu Pokémon,0.6,12.0,Inner Focus,,,60.0,90.0,60.0,53.0,50.0,72.0,385.0,1 Attack,3,50,77,Slow,Undiscovered,,87.5,12.5,120,Legendary,,,,,,,
892,Urshifu,武道熊師,,,,,8.0,Fighting,Dark,Wushu Pokémon,1.9,105.0,Unseen Fist,,,100.0,130.0,100.0,63.0,60.0,97.0,550.0,3 Attack,3,50,275,Slow,Undiscovered,,87.5,12.5,120,Legendary,,,,,,,
893,Zarude,薩戮德,,,,,8.0,Dark,Grass,Rogue Monkey Pokémon,1.8,70.0,Leaf Guard,,,105.0,120.0,105.0,70.0,95.0,105.0,600.0,3 Attack,3,0,300,Slow,Undiscovered,,,,120,Mythical,,,,,,,
894,Regieleki,雷吉艾勒奇,,,,,8.0,Electric,,Electron Pokémon,1.2,145.0,Transistor,,,80.0,100.0,50.0,100.0,50.0,200.0,580.0,3 Speed,3,35,290,Slow,Undiscovered,,,,120,Legendary,,,,,,,
895,Regidrago,雷吉鐸拉戈,,,,,8.0,Dragon,,Dragon Orb Pokémon,2.1,200.0,Dragon's Maw,,,200.0,100.0,50.0,100.0,50.0,80.0,580.0,3 HP,3,35,290,Slow,Undiscovered,,,,120,Legendary,,,,,,,
896,Glastrier,雪暴馬,,,,,8.0,Ice,,Wild Horse Pokémon,2.2,800.0,Chilling Neigh,,,100.0,145.0,130.0,65.0,110.0,30.0,580.0,3 Attack,3,35,290,Slow,Undiscovered,,,,120,Legendary,,,,,,,
897,Spectrier,靈幽馬,,,,,8.0,Ghost,,Swift Horse Pokémon,2,44.5,Grim Neigh,,,100.0,65.0,60.0,145.0,80.0,130.0,580.0,3 Sp. Atk,3,35,290,Slow,Undiscovered,,,,120,Legendary,,,,,,,
898,Calyrex,蕾冠王,,,,,8.0,Psychic,Grass,King Pokémon,1.1,7.7,Unnerve,,,100.0,80.0,80.0,80.0,80.0,80.0,500.0,3 HP,3,100,250,Slow,Undiscovered,,,,120,Legendary,,,,,,,
899,Wyrdeer,詭角鹿,,,,,8.0,Normal,Psychic,Big Horn Pokémon,1.8,95.1,Intimidate,Frisk,Sap Sipper,103.0,105.0,72.0,105.0,75.0,65.0,525.0,"1 Attack, 1 Sp. Atk",45,50,263,Slow,Field,,50,50.0,20,Ordinary,,,,,,,
900,Kleavor,劈斧螳螂,,,,,8.0,Bug,Rock,Axe Pokémon,1.8,89.0,Swarm,Sheer Force,Sharpness,70.0,135.0,95.0,45.0,70.0,85.0,500.0,3 Attack,15,50,175,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
901,Ursaluna,月月熊,,,,,8.0,Ground,Normal,Peat Pokémon,2.4,290.0,Guts,Bulletproof,Unnerve,130.0,140.0,105.0,45.0,80.0,50.0,550.0,3 Attack,20,50,275,Medium Fast,Field,,50,50.0,20,Ordinary,,,,,,,
902,Basculegion,幽尾玄魚,,,,,8.0,Water,Ghost,Big Fish Pokémon,3,110.0,Swift Swim,Adaptability,Mold Breaker,120.0,112.0,65.0,80.0,75.0,78.0,530.0,3 HP,45,50,265,Medium Fast,Water 2,,100,0.0,20,Ordinary,,,,,,,
903,Sneasler,大狃拉,,,,,8.0,Fighting,Poison,Free Climb Pokémon,1.3,43.0,Pressure,Unburden,Poison Touch,80.0,130.0,60.0,40.0,80.0,120.0,510.0,2 Attack,20,50,102,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
904,Overqwil,萬針魚,,,,,8.0,Dark,Poison,Pin Cluster Pokémon,2.5,60.5,Poison Point,Swift Swim,Intimidate,85.0,115.0,95.0,65.0,65.0,85.0,510.0,2 Attack,45,50,179,Medium Fast,Water 2,,50,50.0,20,Ordinary,,,,,,,
905,Enamorus,眷戀雲,,,,,8.0,Fairy,Flying,Love-Hate Pokémon,1.6,48.0,Cute Charm,Contrary,,74.0,115.0,70.0,135.0,80.0,106.0,580.0,3 Sp. Atk,3,50,116,Slow,Undiscovered,,0,100.0,20,Legendary,,,,,,,
906,Sprigatito,新葉喵,,,,,9.0,Grass,,Grass Cat Pokémon,0.4,4.1,Overgrow,Protean,,40.0,61.0,54.0,45.0,45.0,65.0,310.0,1 Speed,45,50,62,Medium Slow,Field,Grass,87.5,12.5,20,Ordinary,,,,,,,
907,Floragato,蒂蕾喵,,,,,9.0,Grass,,Grass Cat Pokémon,0.9,12.2,Overgrow,Protean,,61.0,80.0,63.0,60.0,63.0,83.0,410.0,2 Speed,45,50,144,Medium Slow,Field,Grass,87.5,12.5,20,Ordinary,,,,,,,
908,Meowscarada,魔幻假面喵,,,,,9.0,Grass,Dark,Magician Pokémon,1.5,31.2,Overgrow,Protean,,76.0,110.0,70.0,81.0,70.0,123.0,530.0,3 Speed,45,50,265,Medium Slow,Field,Grass,87.5,12.5,20,Ordinary,,,,,,,
909,Fuecoco,呆火鱷,,,,,9.0,Fire,,Fire Croc Pokémon,0.4,9.8,Blaze,Unaware,,67.0,45.0,59.0,63.0,40.0,36.0,310.0,1 HP,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
910,Crocalor,炙燙鱷,,,,,9.0,Fire,,Fire Croc Pokémon,1,30.7,Blaze,Unaware,,81.0,55.0,78.0,90.0,58.0,49.0,411.0,2 Sp. Atk,45,50,144,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
911,Skeledirge,骨紋巨聲鱷,,,,,9.0,Fire,Ghost,Singer Pokémon,1.6,326.5,Blaze,Unaware,,104.0,75.0,100.0,110.0,75.0,66.0,530.0,3 Sp. Atk,45,50,265,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
912,Quaxly,潤水鴨,,,,,9.0,Water,,Duckling Pokémon,0.5,6.1,Torrent,Moxie,,55.0,65.0,45.0,50.0,45.0,50.0,310.0,1 Attack,45,50,62,Medium Slow,Flying,Water 1,87.5,12.5,20,Ordinary,,,,,,,
913,Quaxwell,湧躍鴨,,,,,9.0,Water,,Practicing Pokémon,1.2,21.5,Torrent,Moxie,,70.0,85.0,65.0,65.0,60.0,65.0,410.0,2 Attack,45,50,144,Medium Slow,Flying,Water 1,87.5,12.5,20,Ordinary,,,,,,,
914,Quaquaval,狂歡浪舞鴨,,,,,9.0,Water,Fighting,Dancer Pokémon,1.8,61.9,Torrent,Moxie,,85.0,120.0,80.0,85.0,75.0,85.0,530.0,3 Attack,45,50,265,Medium Slow,Flying,Water 1,87.5,12.5,20,Ordinary,,,,,,,
915,Lechonk,愛吃豚,,,,,9.0,Normal,,Hog Pokémon,0.5,10.2,Aroma Veil,Gluttony,Thick Fat,54.0,45.0,40.0,35.0,45.0,35.0,254.0,1 HP,255,50,51,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
916,Oinkologne,飄香豚,,,,,9.0,Normal,,Hog Pokémon,1,120.0,Lingering Aroma,Gluttony,Thick Fat,110.0,100.0,75.0,59.0,80.0,65.0,489.0,2 HP,100,50,171,Medium Fast,Field,,100,0.0,15,Ordinary,,,,,,,
917,Tarountula,團珠蛛,,,,,9.0,Bug,,String Ball Pokémon,0.3,4.0,Insomnia,Stakeout,,35.0,41.0,45.0,29.0,40.0,20.0,210.0,1 Defense,255,50,42,Erratic,Bug,,50,50.0,15,Ordinary,,,,,,,
918,Spidops,操陷蛛,,,,,9.0,Bug,,Trap Pokémon,1,16.5,Insomnia,Stakeout,,60.0,79.0,92.0,52.0,86.0,35.0,404.0,2 Defense,120,50,141,Erratic,Bug,,50,50.0,15,Ordinary,,,,,,,
919,Nymble,豆蟋蟀,,,,,9.0,Bug,,Grasshopper Pokémon,0.2,1.0,Swarm,Tinted Lens,,33.0,46.0,40.0,21.0,25.0,45.0,210.0,1 Attack,190,20,42,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
920,Lokix,烈腿蝗,,,,,9.0,Bug,Dark,Grasshopper Pokémon,1,17.5,Swarm,Tinted Lens,,71.0,102.0,78.0,52.0,55.0,92.0,450.0,2 Attack,30,0,158,Medium Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
921,Pawmi,布撥,,,,,9.0,Electric,,Mouse Pokémon,0.3,2.5,Static,Natural Cure,Iron Fist,45.0,50.0,20.0,40.0,25.0,60.0,240.0,1 Speed,190,50,48,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
922,Pawmo,布土撥,,,,,9.0,Electric,Fighting,Mouse Pokémon,0.4,6.5,Volt Absorb,Natural Cure,Iron Fist,60.0,75.0,40.0,50.0,40.0,85.0,350.0,2 Speed,80,50,123,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
923,Pawmot,巴布土撥,,,,,9.0,Electric,Fighting,Hands-On Pokémon,0.9,41.0,Volt Absorb,Natural Cure,Iron Fist,70.0,115.0,70.0,70.0,60.0,105.0,490.0,3 Attack,45,50,245,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
924,Tandemaus,一對鼠,,,,,9.0,Normal,,Couple Pokémon,0.3,1.8,Run Away,Pickup,Own Tempo,50.0,50.0,45.0,40.0,45.0,75.0,305.0,1 Speed,150,50,61,Fast,Fairy,Field,,,10,Ordinary,,,,,,,
925,Maushold,一家鼠,,,,,9.0,Normal,,Family Pokémon,0.3,2.8,Friend Guard,Cheek Pouch,Technician,74.0,75.0,70.0,65.0,75.0,111.0,470.0,2 Speed,75,50,165,Fast,Fairy,Field,,,10,Ordinary,,,,,,,
926,Fidough,狗仔包,,,,,9.0,Fairy,,Puppy Pokémon,0.3,10.9,Own Tempo,Klutz,,37.0,55.0,70.0,30.0,55.0,65.0,312.0,1 Speed,190,50,62,Medium Slow,Field,Mineral,50,50.0,20,Ordinary,,,,,,,
927,Dachsbun,麻花犬,,,,,9.0,Fairy,,Dog Pokémon,0.5,14.9,Well-Baked Body,Aroma Veil,,57.0,80.0,115.0,50.0,80.0,95.0,477.0,2 Speed,90,50,167,Medium Slow,Field,Mineral,50,50.0,20,Ordinary,,,,,,,
928,Smoliv,迷你芙,,,,,9.0,Grass,Normal,Olive Pokémon,0.3,6.5,Early Bird,Harvest,,41.0,35.0,45.0,58.0,51.0,30.0,260.0,1 Sp. Atk,255,50,52,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
929,Dolliv,奧利紐,,,,,9.0,Grass,Normal,Olive Pokémon,0.6,11.9,Early Bird,Harvest,,52.0,53.0,60.0,78.0,78.0,33.0,354.0,2 Sp. Atk,120,50,124,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
930,Arboliva,奧利瓦,,,,,9.0,Grass,Normal,Olive Pokémon,1.4,48.2,Seed Sower,Harvest,,78.0,69.0,90.0,125.0,109.0,39.0,510.0,3 Sp. Atk,45,50,255,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
931,Squawkabilly,怒鸚哥,,,,,9.0,Normal,Flying,Parrot Pokémon,0.6,2.4,Intimidate,Hustle,Guts,82.0,96.0,51.0,45.0,51.0,92.0,417.0,1 Attack,190,50,146,Erratic,Flying,,50,50.0,15,Ordinary,,,,,,,
932,Nacli,鹽石寶,,,,,9.0,Rock,,Rock Salt Pokémon,0.4,16.0,Purifying Salt,Sturdy,Clear Body,55.0,55.0,75.0,35.0,35.0,25.0,280.0,1 Defense,255,50,56,Medium Slow,Mineral,,50,50.0,20,Ordinary,,,,,,,
933,Naclstack,鹽石壘,,,,,9.0,Rock,,Rock Salt Pokémon,0.6,105.0,Purifying Salt,Sturdy,Clear Body,60.0,60.0,100.0,35.0,65.0,35.0,355.0,2 Defense,120,50,124,Medium Slow,Mineral,,50,50.0,20,Ordinary,,,,,,,
934,Garganacl,鹽石巨靈,,,,,9.0,Rock,,Rock Salt Pokémon,2.3,240.0,Purifying Salt,Sturdy,Clear Body,100.0,100.0,130.0,45.0,90.0,35.0,500.0,3 Defense,45,50,250,Medium Slow,Mineral,,50,50.0,20,Ordinary,,,,,,,
935,Charcadet,炭小侍,,,,,9.0,Fire,,Fire Child Pokémon,0.6,10.5,Flash Fire,Flame Body,,40.0,50.0,40.0,50.0,40.0,35.0,255.0,1 Sp. Atk,90,50,51,Slow,Human-Like,,50,50.0,35,Ordinary,,,,,,,
936,Armarouge,紅蓮鎧騎,,,,,9.0,Fire,Psychic,Fire Warrior Pokémon,1.5,85.0,Flash Fire,Weak Armor,,85.0,60.0,100.0,125.0,80.0,75.0,525.0,2 Sp. Atk,25,20,263,Slow,Human-Like,,50,50.0,35,Ordinary,,,,,,,
937,Ceruledge,蒼炎刃鬼,,,,,9.0,Fire,Ghost,Fire Blades Pokémon,1.6,62.0,Flash Fire,Weak Armor,,75.0,125.0,80.0,60.0,100.0,85.0,525.0,2 Attack,25,20,263,Slow,Human-Like,,50,50.0,35,Ordinary,,,,,,,
938,Tadbulb,光蚪仔,,,,,9.0,Electric,,EleTadpole Pokémon,0.3,0.4,Own Tempo,Static,Damp,61.0,31.0,41.0,59.0,35.0,45.0,272.0,1 HP,190,50,54,Medium Fast,Water 1,,50,50.0,20,Ordinary,,,,,,,
939,Bellibolt,電肚蛙,,,,,9.0,Electric,,EleFrog Pokémon,1.2,113.0,Electromorphosis,Static,Damp,109.0,64.0,91.0,103.0,83.0,45.0,495.0,2 HP,50,50,173,Medium Fast,Water 1,,50,50.0,20,Ordinary,,,,,,,
940,Wattrel,電海燕,,,,,9.0,Electric,Flying,Storm Petrel Pokémon,0.4,3.6,Wind Power,Volt Absorb,Competitive,40.0,40.0,35.0,55.0,40.0,70.0,280.0,1 Speed,180,50,56,Medium Slow,Flying,Water 1,50,50.0,20,Ordinary,,,,,,,
941,Kilowattrel,大電海燕,,,,,9.0,Electric,Flying,Frigatebird Pokémon,1.4,38.6,Wind Power,Volt Absorb,Competitive,70.0,70.0,60.0,105.0,60.0,125.0,490.0,2 Speed,90,50,172,Medium Slow,Flying,Water 1,50,50.0,20,Ordinary,,,,,,,
942,Maschiff,偶叫獒,,,,,9.0,Dark,,Rascal Pokémon,0.5,16.0,Intimidate,Run Away,Stakeout,60.0,78.0,60.0,40.0,51.0,51.0,340.0,1 Attack,150,50,68,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
943,Mabosstiff,獒教父,,,,,9.0,Dark,,Boss Pokémon,1.1,61.0,Intimidate,Guard Dog,Stakeout,80.0,120.0,90.0,60.0,70.0,85.0,505.0,2 Attack,75,50,177,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
944,Shroodle,滋汁鼴,,,,,9.0,Poison,Normal,Toxic Mouse Pokémon,0.2,0.7,Unburden,Pickpocket,Prankster,40.0,65.0,35.0,40.0,35.0,75.0,290.0,1 Speed,190,50,58,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
945,Grafaiai,塗標客,,,,,9.0,Poison,Normal,Toxic Monkey Pokémon,0.7,27.2,Unburden,Poison Touch,Prankster,63.0,95.0,65.0,80.0,72.0,110.0,485.0,2 Speed,90,50,170,Medium Slow,Field,,50,50.0,20,Ordinary,,,,,,,
946,Bramblin,納噬草,,,,,9.0,Grass,Ghost,Tumbleweed Pokémon,0.6,0.6,Wind Rider,Infiltrator,,40.0,65.0,30.0,45.0,35.0,60.0,275.0,1 Attack,190,50,55,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
947,Brambleghast,怖納噬草,,,,,9.0,Grass,Ghost,Tumbleweed Pokémon,1.2,6.0,Wind Rider,Infiltrator,,55.0,115.0,70.0,80.0,70.0,90.0,480.0,2 Attack,45,50,168,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
948,Toedscool,原野水母,,,,,9.0,Ground,Grass,Woodear Pokémon,0.9,33.0,Mycelium Might,,,40.0,40.0,35.0,50.0,100.0,70.0,335.0,1 Sp. Def,190,50,67,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
949,Toedscruel,陸地水母,,,,,9.0,Ground,Grass,Woodear Pokémon,1.9,58.0,Mycelium Might,,,80.0,70.0,65.0,80.0,120.0,100.0,515.0,2 Sp. Def,90,50,180,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
950,Klawf,毛崖蟹,,,,,9.0,Rock,,Ambush Pokémon,1.3,79.0,Anger Shell,Shell Armor,Regenerator,70.0,100.0,115.0,35.0,55.0,75.0,450.0,2 Defense,120,50,158,Medium Fast,Water 3,,50,50.0,35,Ordinary,,,,,,,
951,Capsakid,熱辣娃,,,,,9.0,Grass,,Spicy Pepper Pokémon,0.3,3.0,Chlorophyll,Insomnia,Klutz,50.0,62.0,40.0,62.0,40.0,50.0,304.0,1 Attack,190,50,61,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
952,Scovillain,狠辣椒,,,,,9.0,Grass,Fire,Spicy Pepper Pokémon,0.9,15.0,Chlorophyll,Insomnia,Moody,65.0,108.0,65.0,108.0,65.0,75.0,486.0,2 Attack,75,50,170,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
953,Rellor,蟲滾泥,,,,,9.0,Bug,,Rolling Pokémon,0.2,1.0,Compound Eyes,Shed Skin,,41.0,50.0,60.0,31.0,58.0,30.0,270.0,1 Defense,190,50,54,Fast,Bug,,50,50.0,20,Ordinary,,,,,,,
